$id,Id,Accords,AgeVignes,Appellation,AppellationLabel,BestAfter,BestBefore,AssemblageCepage,Classement,Code_ean,CommentaireBouche,CommentaireMillesime,CommentaireNez,CommentaireOeil,CommentaireProducteur,CommentaireService,CommentaireSituation,CommentaireTerroir,CommentaireVin,CommentaireVinification,CommentaireViticulture,Contenance,ContenanceUnit,CouleurVin,DateCrawl,DegreAlcool,DenominationGeo,DenominationVitivini,Dosage,ElevageDuree,Img_btl_back_cloud,Img_btl_back_source,Img_btl_front_cloud,SourceImageBottle,Img_etq_back_cloud,Img_etq_back_source,Img_etq_front_cloud,Img_etq_front_source,AnneeMillesime,NomCuvee,NomVin,NomPays,PotentielGarde,PrixVin,PrixDevise,NomProducteur,Recompenses,NomRegion,TempService,TypeVin,UrlProduit,UrlSiteSource,TypeVendange,NomVignoble,ViticultureLabel
2106,2106,Viande blanche Viande rouge Volaille ,0,Fitou,,0,0,"Carignan 30%, Grenache 40%, Mourvèdre 30%",,0,"Un rouge intense, sur des arômes de fruits noirs, de réglisses et mentholés En bouche le vin est généreux, gourmand et la structure présente est tout en finesse",,,,,,,,"Parfait avec un filet mignon, des travers de porc ou un poulet coco",,,75,cL,Rouge,16/10/2018 13:07,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/b/e/belamant2014_pm-1486554189.png,,,,,2014,,Bel Amant rouge,France,5 à 10 ans,13.5,EUR,Laurent MAYNADIER,,Languedoc,0,,https://www.lesgrappes.com/laurent-des-maynadier-bel-amant-rouge-rouge-2014,https://www.lesgrappes.com/vins,,Champ des soeurs,Vin Sans sulfite Ajouté - sans certification
2107,2107,Apéritif Fromage Fruit de mer Viande blanche ,0,Corbières blanc,,0,0,"Grenache blanc 80%, Roussanne 20%",,0, Les arômes de fleurs blanches dominent,,,"La robe est jaune pâle, avec des reflets verts",,,,,"Parfait avec des fruits de mer, une oie ou un plateau de fromage",,,75,cL,Blanc,16/10/2018 13:07,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/o/corbieresblanc2015-1486554586.png,,,,,2015,,Corbières blanc,France,3 ans,10.5,EUR,Laurent MAYNADIER,,Languedoc,11,,https://www.lesgrappes.com/laurent-des-maynadier-corbieres-blanc-blanc-2015,https://www.lesgrappes.com/vins,,Champ des soeurs,Vin Sans sulfite Ajouté - sans certification
2108,2108,Dessert Foie gras Gibier Viande rouge ,0,Saumur-Champigny,,0,0,Cabernet Franc,,0,"C’est un vin d’une très belle complexité : sa structure est dense et veloutée, sa bouche volumineuse et tendue, sa palette aromatique magnifiquement équilibrée entre fruits mûrs, épices et notes de sous-bois",,,,,,,,Parfait sur une viande de caractère tel que du gibier,,,75,cL,Rouge,16/10/2018 13:07,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/e/c/echalier-1486643642.png,,,,,2014,,Echalier,France,,47,EUR,Sébastien Bobinet,,Loire,0,,https://www.lesgrappes.com/domaine-bobinet-echalier-rouge-2014,https://www.lesgrappes.com/vins,,Domaine Bobinet,Vin Sans sulfite Ajouté - sans certification
2109,2109,Asiatique Fromage Poisson ,0,Alsace,,0,0,Riesling,,0,"Nous retenons la richesse des arômes de fruits blancs à noyaux, de fleurs blanches, une belle minéralité, un côté frais grâce à une acidité constante et un bel équilibre entre le fruit et l'acide",,,,,,,,Excellent sur des sushis et autres poissons crus. Laissez faire votre instinct et faites vous plaisir,,,75,cL,Blanc,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/i/vinhauller028-1486655941.jpg,,,,,2013,,Riesling Signature,France,,19.2,EUR,Ludovic HAULLER,,Alsace,11,,https://www.lesgrappes.com/famille-hauller-la-cave-du-tonnelier-hauller-freres-riesling-signature-blanc-2013,https://www.lesgrappes.com/vins,,Famille Hauller ,
2110,2110,Fruit de mer Poisson Viande blanche ,0,Champagne,,0,0,"Chardonnay 95%, Blanc vrai 5%",,0," Le bouquet, fruité, s'ouvre sur des arômes de pêche blanche, de poire accompagné de notes florales comme la pivoine L'attaque en bouche est fraîche, crémeuse et légèrement biscuité",,,"La robe est lumineuse, aux reflets or pâle de tilleul",,,,,"Parfait à l'apéritif, avec une viande blanche, un saumon frais aux agrumes ou des tagliatelles aux coquilles Saint-Jacques",,,75,cL,,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/j/k/jklg-1527000039.png,,,,,,,"""Blanc de blancs Signature""",France,,32.6,EUR,Drappier Charline,,Champagne,7,Pétillant,https://www.lesgrappes.com/champagne-drappier-blanc-de-blancs-signature-petillant,https://www.lesgrappes.com/vins,,Champagne Drappier,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2111,2111,Apéritif Fromage Fruit de mer ,0,Champagne,,0,0,Pinot noir 100%,,0, L'attaque en bouche est ample avec des arômes de pêche de vigne,,"La robe est or merveil, Le nez est intense et les fruits dominent: agrumes, raisin noirs, fruits blancs et rouges","La robe est or merveil, Le nez est intense et les fruits dominent: agrumes, raisin noirs, fruits blancs et rouges",,,,,"A servir à l’apéritif, s'accompagne avec des fruits de mer, les sashimis ou bien un fromage de chèvre frais",,,75,cL,,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/o/i/oijh-1526543985.png,,,,,,,""" Brut Nature "" supp",France,,31.7,EUR,Drappier Charline,,Champagne,7,Pétillant,https://www.lesgrappes.com/champagne-drappier-brut-nature-supp-petillant,https://www.lesgrappes.com/vins,,Champagne Drappier,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2112,2112,Apéritif Fruit de mer Viande blanche Volaille ,0,Champagne,,0,0,Pinot noir 100%,,0," L'attaque en bouche est sur le fruit,  relevée par des notes d'agrumes et de mandarine",,,,,,,,"Servir à l'apéritif, parfait avec avec un carpaccio de saumon ou de coquilles Saint Jacques, des sushis ou une viande grillée",,,75,cL,,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/b/r/brut_nat_ros-1530528423.png,,,,,,,""" Brut Nature Rosé  """,France,,36.5,EUR,Drappier Charline,,Champagne,7,Pétillant,https://www.lesgrappes.com/champagne-drappier-brut-nature-rose-petillant,https://www.lesgrappes.com/vins,,Champagne Drappier,Vin Sans sulfite Ajouté - sans certification
2113,2113,Fromage Volaille ,0,Champagne,,0,0,"Pinot noir 80%, Chardonnay 20%",,0,"La robe est intense, le bouquet nous offre des arômes d'agrumes et de pomme, puis à l'évolution des arômes d'amande et de muscade L'attaque en bouche est complexe avec une mousse aérienne et des notes légèrement confites",,,"La robe est intense, le bouquet nous offre des arômes d'agrumes et de pomme, puis à l'évolution des arômes d'amande et de muscade",,,,,"Parfait avec une poule faisane farcie au foie gras, un mesclun de salade avec des aiguillons de pintades grillés ou un Brie de Meaux",,,75,cL,,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/d/cdg-1526543789.png,,,,,,,""" Charles de Gaulle """,France,5 ans,36.75,EUR,Drappier Charline,,Champagne,9,Pétillant,https://www.lesgrappes.com/champagne-drappier-charles-de-gaulle-petillant,https://www.lesgrappes.com/vins,,Champagne Drappier,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2114,2114,Apéritif Dessert Poisson Viande blanche ,0,Champagne,,0,0,Pinot noir 100%,,0,"Le Bouquet s'ouvre sur des arômes de fruits rouges d'une pureté exemplaire, ce champagne éclatant au nez, nous offre ces sensations similaires en bouche accompagné de note de fruits à noyaux La belle fraîcheur que se dégage en bouche se prolonge sur la finale",,"Le Bouquet s'ouvre sur des arômes de fruits rouges d'une pureté exemplaire, ce champagne éclatant au nez, nous offre ces sensations similaires en bouche accompagné de note de fruits à noyaux","Le Bouquet s'ouvre sur des arômes de fruits rouges d'une pureté exemplaire, ce champagne éclatant au nez, nous offre ces sensations similaires en bouche accompagné de note de fruits à noyaux",,,,,"A déguster lors d'un apéritif et s'accorde parfaitement avec du saumon en papillotes, des côtes d'agneau rosé sur le grill ou en dessert avec une salade de fraises",,,75,cL,,16/10/2018 13:07,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/o/rose_brut-1484911780.jpg,,,,,,,""" Brut Rosé """,France,,36.65,EUR,Drappier Charline,,Champagne,7,Pétillant,https://www.lesgrappes.com/champagne-drappier-brut-rose-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Drappier,
2115,2115,Fromage ,0,Côtes de Gascogne,,0,0,Petit Manseng 70 % - Colombard 30 %,,0,,,,,,,,,"Il accompagnera à souhait vos poissons grillés, viandes blanches et fromages. Il est également très apprécié en apéritif",,,75,cL,Blanc,16/10/2018 13:08,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/j/o/jo_attitude_2-1479285215.jpg,,,,,2017,,JOY ATTITUDE,France,,14,EUR,Kévin GESSLER,,Sud-Ouest,0,,https://www.lesgrappes.com/domaine-de-joy-joy-attitude-blanc-2017,https://www.lesgrappes.com/vins,,Domaine de Joÿ,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2116,2116,Apéritif Dessert Fruit de mer Poisson Viande blanche ,0,Corbières,,0,0,Syrah Grenache,,0," Cette richesse aromatique se confirme enfin par une belle attaque en bouche, beaucoup de fraicheur et une belle longueur portée par un très joli fruit",," Il captive par un nez puissant, presque gourmand, amylique, associant la fraise et la fleur blanche aux bonbons anglais"," Ce vin présente une superbe couleur rose pale, brillante",,,,,"Tapas, légumes d'été et desserts aux fruits rouges",,,75,cL,Rosé,16/10/2018 13:08,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/t/d/tdsweb-1537952853.jpg,,,,,2017,,Tenue de Soirée,France,,12,EUR,Thierry Tastu,,Languedoc,0,,https://www.lesgrappes.com/chateau-de-fontenelles-tenue-de-soiree-rose-2017,https://www.lesgrappes.com/vins,,Château de Fontenelles,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
2117,2117,,0,Saint-Emilion grand cru,,0,0,Merlot,,0," Des arômes de fruits frais, légèrement boisés annoncent une bouche souple et soyeuse en même temps que dense et ronde, soutenue par des tanins bien fondus",,,Jolie robe mêlant des reflets rubis et grenat,,,,,"A déguster accompagné de côtelettes d'agneau grillées, rôti de veau aux cèpes ou de fromages à pâte cuite",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/f/u/fullsizerender1-1460708403.jpg,,,,,2008,,Elégance de Château Gessan,France,10 ans,21.2,EUR,Patrick GONZALES,,Bordeaux,0,,https://www.lesgrappes.com/chateau-gessan-elegance-de-chateau-gessan-rouge-2008,https://www.lesgrappes.com/vins,,Château GESSAN,
2118,2118,Apéritif ,0,Champagne Extra Brut,,0,0,100% chardonnay,,0,,,,,,,,,Servir à 10,,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/s/dsc_6892_rf_df-1512556098.jpg,,,,,,,Cuvée Sauvage Blanc de Blanc,France,,22,EUR,Stéphane Pougeoise,,Champagne,0,,https://www.lesgrappes.com/champagne-charles-pougeoise-cuvee-sauvage-blanc-de-blanc-blanc-non-millesime,https://www.lesgrappes.com/vins,,Champagne Charles POUGEOISE,
2119,2119,Apéritif ,0,Champagne premier cru,,0,0,"Le Champagne Rosé est à la base un Champagne Brut, 100 % Chardonnay, dans lequel nous faisons une adjonction de 8 à 10% de vin rouge de Vertus confectionné à partir de 100 % de Pinot Noir",,0,,,,,,,,,Servir à 10 Degrès,,,75,cL,Rosé,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/s/dsc_6909_rf-1512556664.jpg,,,,,,,Champagne Rosé,France,,23,EUR,Stéphane Pougeoise,,Champagne,0,,https://www.lesgrappes.com/champagne-charles-pougeoise-champagne-rose-rose-non-millesime,https://www.lesgrappes.com/vins,,Champagne Charles POUGEOISE,
2120,2120,Fruit de mer Poisson ,0,Champagne,,0,0,35% Pinot Meunier 30% Pinot Noir 35% Chardonnay,,0," Bouche à l'attaque fraîche et ronde, finement iodée",," Le nez discret tout en finesse, dominé par des senteurs florales et de fruits frais (mirabelle, argumes), pain frais",La robe or blanc est lumineuse,,,,,"Parfait sr un plateau de fruits de mer et crustacées, sushis et sashimis",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/b/absolu1487689040_1-1487699275.jpg,,,,,,,Champagne Cattier Brut Absolu,France,2 ans,39,EUR,Alexandre CATTIER,,Champagne,11,,https://www.lesgrappes.com/champagne-cattier-champagne-cattier-brut-absolu-blanc-non-millesime,https://www.lesgrappes.com/vins,,Champagne CATTIER,
2121,2121,Apéritif Fruit de mer Poisson Viande blanche Viande rouge ,0,Champagne,,0,0,50% Pinot Noir 50% Chardonnay,,0," Bouche structurée et puissante, soutenue par une belle fraicheur et une incroyable longueur en bouche qui exhale des notes de fruits exotiques et d'épices",,"Champagne riche, puissant et subtile au nez, d'une grande richesse aromatique, à la fois floral et fruité: Lilas, agrumes, chèvrefeuille, abricots secs et également une légère pointe mentholée",,,,,,"Apéritif et repas d'exception. Se marie aussi bien avec des crustacés (homard), des poissons nobles ou des blanches ou rouges",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/l/clos_du_moulin_noir-1487347789.png,,,,,,,Champagne Clos du Moulin ,France,,85,EUR,Alexandre CATTIER,,Champagne,11,,https://www.lesgrappes.com/champagne-cattier-champagne-clos-du-moulin-blanc-non-millesime,https://www.lesgrappes.com/vins,,Champagne CATTIER,
2122,2122,Apéritif Viande blanche ,0,Champagne,,0,0,40% Pinot Meunier 35% Pinot Noir 25% Chardonnay,,0," Une bouche tout en fraîcheur aux arômes de noisettes, de cerises ) l'eau de vie et de fruits cuits Une note finale sur le pain d'épices",," Son nez est riche et complexe, avec une belle expression sur les fruits compotés, le miel, la brioche gourmande et les fruits secs",La robe est en or jaune,,,,,"Parfait sur un apéritif, une charcuterie sèche (Patanegra) ou une viandes blanches en sauce",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/n/antique-1487688754.png,,,,,,,Cattier Brut Premier Cru ,France,2 an,29,EUR,Alexandre CATTIER,,Champagne,9,,https://www.lesgrappes.com/champagne-cattier-cattier-brut-premier-cru-blanc-non-millesime,https://www.lesgrappes.com/vins,,Champagne CATTIER,
2123,2123,Fruit de mer Poisson Viande blanche ,0,Pays d'Oc,,0,0,Chardonnay 100%,,0," Le bouquet s’ouvre sur des arômes de fleurs blanches et de fruits à noyaux (abricots) En bouche, il y a un bon retour aromatique",,,La robe est jaune clair,,,,,"Parfait avec une dorade à la plancha, un dos de cabillaud, un plateau de fruits de Mer et accompagne également des viandes blanches comme des galantines de dinde",,,75,cL,Blanc,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/a/capture_1-1487675251.jpg,,,,,2017,,Héloïse ,France,2 à 5 ans,7.5,EUR,Isabelle Cordoba,,Languedoc,10,,https://www.lesgrappes.com/domaine-daurion-heloise-blanc-2017,https://www.lesgrappes.com/vins,,Domaine Daurion,Non Certifié ou En Conversion
2124,2124,Fromage Viande rouge ,0,Pays d'Oc,,0,0,Merlot 100%,,0," Les arômes d'épices s'accompagnent de fruits noirs et de petites notes vanillées au nez La bouche est élégante  par ses tanins soyeux, ses arômes de garrigues et sa belle longueur",, Les arômes d'épices s'accompagnent de fruits noirs et de petites notes vanillées au nez,La robe est vive avec des reflets brillants,,,,,"Parfait avec des viandes rouges grillées; côtes de porc grillées à la mode cajun, des brochettes de bœuf au safran et un plateau de fromage",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/a/capture_3-1487676566.jpg,,,,,2014,,Céline ,France,2 et 5 ans,7.5,EUR,Isabelle Cordoba,,Languedoc,16,,https://www.lesgrappes.com/domaine-daurion-celine-rouge-2014,https://www.lesgrappes.com/vins,,Domaine Daurion,
2125,2125,Viande rouge ,0,Châteauneuf-du-Pape,,0,0,"Grenache 85%, Mourvèdre 10%, Syrah 5%",,0," Une bouche fraîche avec de la tension Les tanins s'expriment avec amplitude et se posent en bouche La finale est très longue, épicée et dense",,"Un robe intense aux reflets pourpres, un nez concentré mêlant fruits noirs, griotte et épice","Un robe intense aux reflets pourpres, un nez concentré mêlant fruits noirs, griotte et épice",,,,,"Parfait avec un agneau, viande rouge ou encore sur un civet ou une côte de boeuf en Barbecue",,,75,cL,Rouge,16/10/2018 13:08,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/e/lesmasques-1490956661.jpg,,,,,2013,,Les Masques,France,10 ans,35,EUR,Frédéric David,,Vallée du Rhône,0,,https://www.lesgrappes.com/vignobles-david-les-masques-rouge-2013,https://www.lesgrappes.com/vins,,Vignobles David,Non Certifié ou En Conversion
2126,2126,Fromage Viande blanche Viande rouge Volaille ,0,Côtes de Provence,,0,0,"Syrah 95 %, Cabernet Sauvignon 5 %",,0,"La robe est noire, la syrah apporte tous ses arômes de fruits rouges au nez L'attaque en bouche est vive et puissante sur des notes boisées",,"La robe est noire, la syrah apporte tous ses arômes de fruits rouges au nez","La robe est noire, la syrah apporte tous ses arômes de fruits rouges au nez",,,,,"Parfait avec un tajine d'agneau, une selle d'agneau farcie aux herbes ou avec un plateau de fromages",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chteau_des_demoiselles__aop_ctes_de_provence__vin_rouge-1488801959.jpg,,,,,2015,,Château des demoiselles rouge,France,10 ans,13.15,EUR,TEILLAUD Aurélie ,,Provence,17,,https://www.lesgrappes.com/chateau-des-demoiselles-chateau-des-demoiselles-rouge-rouge-2015,https://www.lesgrappes.com/vins,,Château des Demoiselles,
2127,2127,Dessert Fromage Gibier Viande blanche Viande rouge Volaille ,0,Montagne-Saint-Emilion,,0,0,merlot-cabernet sauvignon,,0," Bouche généreuse, concentré et délicate",," Nez cassis, notes torréfiées, épicé",Robe grenat soutenu,,,,,"Viandes rouge cuisinées ou grillées (magret), fromages et dessert chocolatés",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/m/o/montalbret_2015_web-1499684236.jpg,,,,,2015,,Château de Montalbret,France,3 à 7 ans,9.5,EUR,Morgan Duret,,Bordeaux,0,,https://www.lesgrappes.com/chateau-de-montalbret-chateau-de-montalbret-rouge-2015,https://www.lesgrappes.com/vins,,Chateau de Montalbret,Traditionnel - Agriculture Traditionnelle / Conventionnelle - Sans certification
2128,2128,Dessert ,0,Vin de France,,0,0,100% Chenin,,0," Vous serez surpris par la tendresse de ce vin, à l'acidité subtile, qui offre dynamisme et vivacité en bouche",,Un joli nez qui s’ouvre sur des notes de fruits secs de type abricot et figue,,,,,,"Tarte au chocolat, fondant, sablés, roulés et cake: toutes les versions choco sont autorisées",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/o/domainedesgrandesesperancessongedunenuitdete650x800-1498666211.jpg,,,,,2014,,Songe d'une Nuit 2014,France,,19,EUR,Arnaud & Laurent Saget,,Loire,0,,https://www.lesgrappes.com/domaine-des-grandes-esperances-songe-dune-nuit-2014-blanc-2014,https://www.lesgrappes.com/vins,,Domaine des Grandes Espérances,
2129,2129,Apéritif Fruit de mer Poisson ,0,Pays d'Oc,,0,0,100% Sauvignon,,0, La bouche est rafraîchissante avec une très belle persistance aromatique,," Nez expressif aux senteurs de fruits exotiques (litchis, ananas) et de chèvrefeuille",Une robe brillante aux reflets jaunes verts,,,,,"Il vous accompagnera dès l’apéritif, sur un saumon grillé, des coquillages, des charcuteries, des fromages de chèvre",,,75,cL,Blanc,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/s/a/sauvignon-1498747784.jpg,,,,,2017,,Sauvignon,France,,12.5,EUR,Bertrand Gourdou,,Languedoc,9,,https://www.lesgrappes.com/chateau-guilhem-sauvignon-blanc-2017,https://www.lesgrappes.com/vins,,Château Guilhem,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2130,2130,Asiatique Fromage Gibier Viande blanche Viande rouge Volaille ,0,Bordeaux,,0,0,"85% Merlot, 15% Cabernet Sauvignon",,0," Puis en bouche, des arômes de framboises et de mûres excitent les papilles L'attaque vive donne place à une structure d'arômes de fruits rouges",, Un joli nez de vanille et d'épices s'exprime dans le verre,La couleur du vin est d'un rouge très lumineux qui est le résultat d'une fermentation à chaud (30°C),,,,,"Ce vin accompagnera particulièrement bien les plats en sauce, les viandes rouges grillées. Il est aussi agréable sur les fromages et les desserts. Personnellement, j'apprécie de le déguster sur des mets variés comme des poissons à la plancha, du riz au curry, des lasagnes, du poulet au colombo",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/i/m/img_3465_burned-1498813423.png,,,,,2015,,Excellence,France,,12.5,EUR,Julien Mallié,,Bordeaux,0,,https://www.lesgrappes.com/chateau-mallie-chante-loiseau-excellence-rouge-2015,https://www.lesgrappes.com/vins,,Château Mallié Chante l'Oiseau,Non Certifié ou En Conversion
2131,2131,Apéritif Viande blanche Volaille ,0,Côtes de Provence,,0,0,"Grenache 50%, Cinsault 30%, Tibouren 20%",,0,,," Un nez très fin, note d’agrumes, de fruits blancs, légèrement exotique",Une robe rose claire,,,,,"La cuisine méditerranéenne est à l'honneur avec cette cuvée des Perles des Anges: cabillaud en papillotes et citrons confits, salade niçoise et tartare de tomates et de courgettes, les accords du soleil",,,75,cL,Rosé,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/a/labastideneuveperledesangesvinrose-1517586348.jpg,,,,,2017,,Perle des Anges,France,,10.1,EUR,PHILIPPE BRULIERE,,Provence,10,,https://www.lesgrappes.com/domaine-de-la-bastide-neuve-perle-des-anges-rose-2017,https://www.lesgrappes.com/vins,,DOMAINE DE LA BASTIDE NEUVE,Non Certifié ou En Conversion
2132,2132,Dessert Fromage Gibier Viande blanche Viande rouge ,0,Fronsac,,0,0,"Merlot (84%), Cabernet Sauvignon (8%), Cabernet Franc (6%), Malbec (2%",,0," La bouche est dense avec une attaque ronde, fruitée et veloutée Le milieu de bouche est très bien équilibré et la finale est longue et harmonieuse",," Le nez est fruité, accompagné d’un beau boisé","La robe est intense, rouge sombre",,,,,"Parfait sur des viandes rouges, gibiers, fromages à pâte dure, desserts au chocolat, à l'apéritif, pendant un barbecue",,,75,cL,Rouge,16/10/2018 13:08,14,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/c/h/chateaudelarivieretrad2012web-1510221668.jpg,,,,,2012,,Grand Vin,France,,19.1,EUR,Chateau de la Rivière La Cave de Charlemagne,,Bordeaux,0,,https://www.lesgrappes.com/chateau-de-la-riviere-chateau-de-la-riviere-grand-vin-rouge-2012,https://www.lesgrappes.com/vins,,Château de La Rivière,
2133,2133,Apéritif Fromage Fruit de mer Poisson Viande blanche ,0,Corbières,,0,0,Grenache blanc 80%  Vermentino 20%,,0," Le nez est fin sur des arômes de fleurs blanches et de fruits L'attaque en bouche est ronde, ample et fraîche",, Le nez est fin sur des arômes de fleurs blanches et de fruits,"La robe est jaune très pâle, très claire",,,,,"Délicieux avec du saumon fumé à l'aneth et tarama, un loup flambé à l'anis, des gambas, du cabillaud ou des  viandes blanches à la crème, des asperges",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/i/vinimpatienceblanc2014-1494951786.png,,,,,2016,,Impatience ,France,1 et 2 ans,13,EUR,Laurence Rigal ,,Languedoc,0,,https://www.lesgrappes.com/chateau-du-grand-caumont-impatience-rouge-2016,https://www.lesgrappes.com/vins,,Château du Grand Caumont,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2134,2134,Apéritif Dessert Fromage ,0,Graves,,0,0,"Sémillon 60%, Sauvignon Blanc  40%",,0, L'attaque en bouche est fraîche sur des arômes de citrons et de pamplemousse,,"La robe est jaune pâle, le nez s'ouvre sur les fruits blancs","La robe est jaune pâle, le nez s'ouvre sur les fruits blancs",,,,,De l'apéritif au fromage,,,75,cL,,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chateau_haut_mayne_graves_superieures-1496748611.jpg,,,,,2016,,Château Haut Mayne GRAVES SUPERIEURES,France,,10.9,EUR,Catherine Boyer,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-cros-chateau-haut-mayne-graves-superieures-liquoreux-2016,https://www.lesgrappes.com/vins,,CHATEAU DU CROS,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
2135,2135,Apéritif Dessert Fromage Viande blanche Viande rouge ,0,Côtes de Bordeaux,,0,0,85% Merlot ; 15% Cabernet Sauvignon,,0,"D'une robe profonde, le bouquet est intense sur des arômes de poivre La bouche est marquée par la fraîcheur apportée par l'orange et les tanins souples",,,"D'une robe profonde, le bouquet est intense sur des arômes de poivre",,,,,"Parfait avec une salade Landaise, un plateau de charcuteries, des viandes blanches ou rouges et vos plateaux de fromages",,,75,cL,Rouge,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chteau_clos_bourbon__cadillac_ctes_de_bordeaux-1496750882.jpg,,,,,2015,,Clos Bourbon,France,6 et 8 ans,16.9,EUR,Catherine Boyer,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-cros-clos-bourbon-rouge-2015,https://www.lesgrappes.com/vins,,CHATEAU DU CROS,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
2136,2136,Fromage Viande blanche Viande rouge Volaille ,0,Rasteau,,0,0,"Grenache 65%, Syrah 25%, Mourvèdre 10%",,0,"La robe est intense, le bouquet s'ouvre sur les fruits noirs et on retrouve ces beaux arômes en bouche ",,,"La robe est intense, le bouquet s'ouvre sur les fruits noirs et on retrouve ces beaux arômes en bouche ",,,,,"Parfait avec un confit de canard, un filet de bœuf et vos desserts au chocolat",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/s/o/soucodor-1496761069.jpg,,,,,2015,,La Souco d'Or,France,5 ans,12.7,EUR,Marie France Masson,,Vallée du Rhône,15,,https://www.lesgrappes.com/domaine-bressy-masson-la-souco-dor-rouge-2015,https://www.lesgrappes.com/vins,,Domaine Bressy Masson,
2137,2137,Dessert Fruit de mer Poisson ,0,Côtes de Provence,,0,0,100% Rolle,,0,,,,,,,,,"Ce vin, très agréable de l’apéritif jusqu’au dessert, accompagnera parfaitement bien les poissons en sauce safranée, les crustacés grillés et vos mets les plus exotique",,,75,cL,Blanc,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/u/n/unnamed-1505904363.jpg,,,,,2016,,Cuvée R Blanc,France,,16,EUR,Vincent Demonceaux,,Provence,0,,https://www.lesgrappes.com/chateau-reva-cuvee-r-blanc-blanc-2016,https://www.lesgrappes.com/vins,,Château Reva,
